Study.reference,Study_ID,Name.of.study.area,Region,Intertidal_Subtidal,Depth (m),SBT (deg C),POC (g Corg m-2 yr-1),PP (mg C m-2 d-1),Habitat description from paper,Habitat type,Folk_category,Biogenic (%),Gravel (%),Sand (%),Mud (%),Fishing gear description from paper,Gear.type,PD (cm),f,Smin (m),Area of one disturbed plot (m2),FishHist,Metric,Macrofauna / Meiofauna,Gear used to sample the benthos ,Infauna / Epifauna,Scavenger.effect,Time,Method,Mean_BefCtrl,SD_BefCtrl,n_BefCtrl,Mean_BefImpt,SD_BefImpt,n_BefImpt,Mean_AftCtrl,SD_AftCtrl,n_AftCtrl,Mean_AftImpt,SD_AftImpt,n_AftImpt,Author,Year,notes
"Goldberg, R., Mercaldo-Allen, R., Rose, J.M., Clark, P., Kuropat, C., Meseck, S. & Pereira, J. 2012. Effects of hydraulic shellfish dredging on the ecology of a cultivated clam bed. Aquaculture environment interactions. 3: 11-49",24,Connecticut coast of Long Island Sound,North America,S,5.5,12.98,139.59,4372.79,"A gradual transition in sediment grain size from fine sand to very fine sand was detectedacross the study area. Sediments in Plots 1 to 4 were all nominally classified as fine sand, with a mean (±SE) phi size of 2.50 ± 0.03. Sediment in Plots 5 and 6 had the smallest grain sizes and were nominally classified as very fine sand with a mean (±SE) phi size of 3.15 ± 0.06.",S,S,0,0,100,0,Hydraulic clam dredge,HD,16.11,1,82,10004,previously disturbed,Species richness,Macrofauna,Smith-McIntyre grab,"predominantly infauna, with some low motility epifauna",n,2,BACI,6.26,3.57,9,5.49,3.48,9,7.95,2.99,9,7.56,3.13,9,Goldberg,2012,
"Goldberg, R., Mercaldo-Allen, R., Rose, J.M., Clark, P., Kuropat, C., Meseck, S. & Pereira, J. 2012. Effects of hydraulic shellfish dredging on the ecology of a cultivated clam bed. Aquaculture environment interactions. 3: 11-49",24,Connecticut coast of Long Island Sound,North America,S,5.5,12.98,139.59,4372.79,"A gradual transition in sediment grain size from fine sand to very fine sand was detectedacross the study area. Sediments in Plots 1 to 4 were all nominally classified as fine sand, with a mean (±SE) phi size of 2.50 ± 0.03. Sediment in Plots 5 and 6 had the smallest grain sizes and were nominally classified as very fine sand with a mean (±SE) phi size of 3.15 ± 0.06.",S,S,0,0,100,0,Hydraulic clam dredge,HD,16.11,1,82,10004,previously disturbed,Species richness,Macrofauna,Smith-McIntyre grab,"predominantly infauna, with some low motility epifauna",n,15,BACI,6.26,3.57,9,5.49,3.48,9,8.21,3.73,9,8.31,3.83,9,Goldberg,2012,
"Goldberg, R., Mercaldo-Allen, R., Rose, J.M., Clark, P., Kuropat, C., Meseck, S. & Pereira, J. 2012. Effects of hydraulic shellfish dredging on the ecology of a cultivated clam bed. Aquaculture environment interactions. 3: 11-49",24,Connecticut coast of Long Island Sound,North America,S,5.5,12.98,139.59,4372.79,"A gradual transition in sediment grain size from fine sand to very fine sand was detectedacross the study area. Sediments in Plots 1 to 4 were all nominally classified as fine sand, with a mean (±SE) phi size of 2.50 ± 0.03. Sediment in Plots 5 and 6 had the smallest grain sizes and were nominally classified as very fine sand with a mean (±SE) phi size of 3.15 ± 0.06.",S,S,0,0,100,0,Hydraulic clam dredge,HD,16.11,1,82,10004,previously disturbed,Species richness,Macrofauna,Smith-McIntyre grab,"predominantly infauna, with some low motility epifauna",n,30,BACI,6.26,3.57,9,5.49,3.48,9,9.77,4.04,9,10.82,3.44,9,Goldberg,2012,
"Goldberg, R., Mercaldo-Allen, R., Rose, J.M., Clark, P., Kuropat, C., Meseck, S. & Pereira, J. 2012. Effects of hydraulic shellfish dredging on the ecology of a cultivated clam bed. Aquaculture environment interactions. 3: 11-49",24,Connecticut coast of Long Island Sound,North America,S,5.5,12.98,139.59,4372.79,"A gradual transition in sediment grain size from fine sand to very fine sand was detectedacross the study area. Sediments in Plots 1 to 4 were all nominally classified as fine sand, with a mean (±SE) phi size of 2.50 ± 0.03. Sediment in Plots 5 and 6 had the smallest grain sizes and were nominally classified as very fine sand with a mean (±SE) phi size of 3.15 ± 0.06.",S,S,0,0,100,0,Hydraulic clam dredge,HD,16.11,1,82,10004,previously disturbed,Species richness,Macrofauna,Smith-McIntyre grab,"predominantly infauna, with some low motility epifauna",n,44,BACI,6.26,3.57,9,5.49,3.48,9,10.09,4.14,9,9.16,4.55,9,Goldberg,2012,
"Goldberg, R., Mercaldo-Allen, R., Rose, J.M., Clark, P., Kuropat, C., Meseck, S. & Pereira, J. 2012. Effects of hydraulic shellfish dredging on the ecology of a cultivated clam bed. Aquaculture environment interactions. 3: 11-49",24,Connecticut coast of Long Island Sound,North America,S,5.5,12.98,139.59,4372.79,"A gradual transition in sediment grain size from fine sand to very fine sand was detectedacross the study area. Sediments in Plots 1 to 4 were all nominally classified as fine sand, with a mean (±SE) phi size of 2.50 ± 0.03. Sediment in Plots 5 and 6 had the smallest grain sizes and were nominally classified as very fine sand with a mean (±SE) phi size of 3.15 ± 0.06.",S,S,0,0,100,0,Hydraulic clam dredge,HD,16.11,1,82,10004,previously disturbed,Species richness,Macrofauna,Smith-McIntyre grab,"predominantly infauna, with some low motility epifauna",n,65,BACI,6.26,3.57,9,5.49,3.48,9,9.2,3.58,9,8.42,3.57,9,Goldberg,2012,
"Goldberg, R., Mercaldo-Allen, R., Rose, J.M., Clark, P., Kuropat, C., Meseck, S. & Pereira, J. 2012. Effects of hydraulic shellfish dredging on the ecology of a cultivated clam bed. Aquaculture environment interactions. 3: 11-49",24,Connecticut coast of Long Island Sound,North America,S,5.5,12.98,139.59,4372.79,"A gradual transition in sediment grain size from fine sand to very fine sand was detectedacross the study area. Sediments in Plots 1 to 4 were all nominally classified as fine sand, with a mean (±SE) phi size of 2.50 ± 0.03. Sediment in Plots 5 and 6 had the smallest grain sizes and were nominally classified as very fine sand with a mean (±SE) phi size of 3.15 ± 0.06.",S,S,0,0,100,0,Hydraulic clam dredge,HD,16.11,1,82,10004,previously disturbed,Species richness,Macrofauna,Smith-McIntyre grab,"predominantly infauna, with some low motility epifauna",n,85,BACI,6.26,3.57,9,5.49,3.48,9,7.13,3.52,9,7.46,4.67,9,Goldberg,2012,
"Goldberg, R., Mercaldo-Allen, R., Rose, J.M., Clark, P., Kuropat, C., Meseck, S. & Pereira, J. 2012. Effects of hydraulic shellfish dredging on the ecology of a cultivated clam bed. Aquaculture environment interactions. 3: 11-49",24,Connecticut coast of Long Island Sound,North America,S,5.5,12.98,139.59,4372.79,"A gradual transition in sediment grain size from fine sand to very fine sand was detectedacross the study area. Sediments in Plots 1 to 4 were all nominally classified as fine sand, with a mean (±SE) phi size of 2.50 ± 0.03. Sediment in Plots 5 and 6 had the smallest grain sizes and were nominally classified as very fine sand with a mean (±SE) phi size of 3.15 ± 0.06.",S,S,0,0,100,0,Hydraulic clam dredge,HD,16.11,1,82,10004,previously disturbed,Species richness,Macrofauna,Smith-McIntyre grab,"predominantly infauna, with some low motility epifauna",n,106,BACI,6.26,3.57,9,5.49,3.48,9,6.83,3.58,9,6.11,4.1,9,Goldberg,2012,
"Hall, S.J. & Harding, M.J.C. 1997. Physical disturbance and marine benthic communities: The effects of mechanical harvesting of cockles on non-target benthic infauna.  Journal of Applied Ecology. 34(2):497-517",25.1,"Auchencairn Bay, Solway Firth, Dumfrieshire ",Northern Europe,I,0,11.08,172.07,4278.14,"The head of the bay supports beds of Spartina. The bay has a gradient of 1:360 and the sediments are generally silty (median diameter % 4 50, 44 pm) in the inner- most area, becoming slightly coarser in the centre of the bay and to the low water mark (median diameter - 3 5?/, 88 jgm) (Perkins 1988). The silt/clay frac- tion ( < 62 5 jum) ranges from 60 to 90% in the more sheltered areas and from 25 to 60% in the centre and outer parts of the bay.",M,sM,0,0,25,75,A commercial suction dredger with a side mounted dredge capable of operating in    ?2.5 m of water. ,HD,16.11,1,50,2500,previously disturbed,Numbers,Macrofauna,Core,infauna,n,1,CI,NA,NA,NA,NA,NA,NA,59.73,27.39,10,24.36,16.62,10,Hall,1997,
"Hall, S.J. & Harding, M.J.C. 1997. Physical disturbance and marine benthic communities: The effects of mechanical harvesting of cockles on non-target benthic infauna.  Journal of Applied Ecology. 34(2):497-517",25.1,"Auchencairn Bay, Solway Firth, Dumfrieshire ",Northern Europe,I,0,11.08,172.07,4278.14,"The head of the bay supports beds of Spartina. The bay has a gradient of 1:360 and the sediments are generally silty (median diameter % 4 50, 44 pm) in the inner- most area, becoming slightly coarser in the centre of the bay and to the low water mark (median diameter - 3 5?/, 88 jgm) (Perkins 1988). The silt/clay frac- tion ( < 62 5 jum) ranges from 60 to 90% in the more sheltered areas and from 25 to 60% in the centre and outer parts of the bay.",M,sM,0,0,25,75,A commercial suction dredger with a side mounted dredge capable of operating in    ?2.5 m of water. ,HD,16.11,1,50,2500,previously disturbed,Numbers,Macrofauna,Core,infauna,n,7,CI,NA,NA,NA,NA,NA,NA,78.07,14.98,10,73.72,40.83,10,Hall,1997,
"Hall, S.J. & Harding, M.J.C. 1997. Physical disturbance and marine benthic communities: The effects of mechanical harvesting of cockles on non-target benthic infauna.  Journal of Applied Ecology. 34(2):497-517",25.1,"Auchencairn Bay, Solway Firth, Dumfrieshire ",Northern Europe,I,0,11.08,172.07,4278.14,"The head of the bay supports beds of Spartina. The bay has a gradient of 1:360 and the sediments are generally silty (median diameter % 4 50, 44 pm) in the inner- most area, becoming slightly coarser in the centre of the bay and to the low water mark (median diameter - 3 5?/, 88 jgm) (Perkins 1988). The silt/clay frac- tion ( < 62 5 jum) ranges from 60 to 90% in the more sheltered areas and from 25 to 60% in the centre and outer parts of the bay.",M,sM,0,0,25,75,A commercial suction dredger with a side mounted dredge capable of operating in    ?2.5 m of water. ,HD,16.11,1,50,2500,previously disturbed,Numbers,Macrofauna,Core,infauna,n,28,CI,NA,NA,NA,NA,NA,NA,100.72,28.72,10,73.46,17.34,10,Hall,1997,
"Hall, S.J. & Harding, M.J.C. 1997. Physical disturbance and marine benthic communities: The effects of mechanical harvesting of cockles on non-target benthic infauna.  Journal of Applied Ecology. 34(2):497-517",25.1,"Auchencairn Bay, Solway Firth, Dumfrieshire ",Northern Europe,I,0,11.08,172.07,4278.14,"The head of the bay supports beds of Spartina. The bay has a gradient of 1:360 and the sediments are generally silty (median diameter % 4 50, 44 pm) in the inner- most area, becoming slightly coarser in the centre of the bay and to the low water mark (median diameter - 3 5?/, 88 jgm) (Perkins 1988). The silt/clay frac- tion ( < 62 5 jum) ranges from 60 to 90% in the more sheltered areas and from 25 to 60% in the centre and outer parts of the bay.",M,sM,0,0,25,75,A commercial suction dredger with a side mounted dredge capable of operating in    ?2.5 m of water. ,HD,16.11,1,50,2500,previously disturbed,Numbers,Macrofauna,Core,infauna,n,56,CI,NA,NA,NA,NA,NA,NA,94.41,12.62,10,99.73,25.95,10,Hall,1997,
"Hall, S.J. & Harding, M.J.C. 1997. Physical disturbance and marine benthic communities: The effects of mechanical harvesting of cockles on non-target benthic infauna.  Journal of Applied Ecology. 34(2):497-517",25.1,"Auchencairn Bay, Solway Firth, Dumfrieshire ",Northern Europe,I,0,11.08,172.07,4278.14,"The head of the bay supports beds of Spartina. The bay has a gradient of 1:360 and the sediments are generally silty (median diameter % 4 50, 44 pm) in the inner- most area, becoming slightly coarser in the centre of the bay and to the low water mark (median diameter - 3 5?/, 88 jgm) (Perkins 1988). The silt/clay frac- tion ( < 62 5 jum) ranges from 60 to 90% in the more sheltered areas and from 25 to 60% in the centre and outer parts of the bay.",M,sM,0,0,25,75,A commercial suction dredger with a side mounted dredge capable of operating in    ?2.5 m of water. ,HD,16.11,1,50,2500,previously disturbed,Species richness,Macrofauna,Core,infauna,n,1,CI,NA,NA,NA,NA,NA,NA,9.89,3.1,10,6.87,3.76,10,Hall,1997,
"Hall, S.J. & Harding, M.J.C. 1997. Physical disturbance and marine benthic communities: The effects of mechanical harvesting of cockles on non-target benthic infauna.  Journal of Applied Ecology. 34(2):497-517",25.1,"Auchencairn Bay, Solway Firth, Dumfrieshire ",Northern Europe,I,0,11.08,172.07,4278.14,"The head of the bay supports beds of Spartina. The bay has a gradient of 1:360 and the sediments are generally silty (median diameter % 4 50, 44 pm) in the inner- most area, becoming slightly coarser in the centre of the bay and to the low water mark (median diameter - 3 5?/, 88 jgm) (Perkins 1988). The silt/clay frac- tion ( < 62 5 jum) ranges from 60 to 90% in the more sheltered areas and from 25 to 60% in the centre and outer parts of the bay.",M,sM,0,0,25,75,A commercial suction dredger with a side mounted dredge capable of operating in    ?2.5 m of water. ,HD,16.11,1,50,2500,previously disturbed,Species richness,Macrofauna,Core,infauna,n,7,CI,NA,NA,NA,NA,NA,NA,12.04,2.25,10,10.73,2.88,10,Hall,1997,
"Hall, S.J. & Harding, M.J.C. 1997. Physical disturbance and marine benthic communities: The effects of mechanical harvesting of cockles on non-target benthic infauna.  Journal of Applied Ecology. 34(2):497-517",25.1,"Auchencairn Bay, Solway Firth, Dumfrieshire ",Northern Europe,I,0,11.08,172.07,4278.14,"The head of the bay supports beds of Spartina. The bay has a gradient of 1:360 and the sediments are generally silty (median diameter % 4 50, 44 pm) in the inner- most area, becoming slightly coarser in the centre of the bay and to the low water mark (median diameter - 3 5?/, 88 jgm) (Perkins 1988). The silt/clay frac- tion ( < 62 5 jum) ranges from 60 to 90% in the more sheltered areas and from 25 to 60% in the centre and outer parts of the bay.",M,sM,0,0,25,75,A commercial suction dredger with a side mounted dredge capable of operating in    ?2.5 m of water. ,HD,16.11,1,50,2500,previously disturbed,Species richness,Macrofauna,Core,infauna,n,28,CI,NA,NA,NA,NA,NA,NA,15.94,3.51,10,12.32,3.74,10,Hall,1997,
"Hall, S.J. & Harding, M.J.C. 1997. Physical disturbance and marine benthic communities: The effects of mechanical harvesting of cockles on non-target benthic infauna.  Journal of Applied Ecology. 34(2):497-517",25.1,"Auchencairn Bay, Solway Firth, Dumfrieshire ",Northern Europe,I,0,11.08,172.07,4278.14,"The head of the bay supports beds of Spartina. The bay has a gradient of 1:360 and the sediments are generally silty (median diameter % 4 50, 44 pm) in the inner- most area, becoming slightly coarser in the centre of the bay and to the low water mark (median diameter - 3 5?/, 88 jgm) (Perkins 1988). The silt/clay frac- tion ( < 62 5 jum) ranges from 60 to 90% in the more sheltered areas and from 25 to 60% in the centre and outer parts of the bay.",M,sM,0,0,25,75,A commercial suction dredger with a side mounted dredge capable of operating in    ?2.5 m of water. ,HD,16.11,1,50,2500,previously disturbed,Species richness,Macrofauna,Core,infauna,n,56,CI,NA,NA,NA,NA,NA,NA,16.94,6.04,10,15.1,3.19,10,Hall,1997,
"Hall, S.J., Basford, D.J. & Robertson, M.R. 1990. The impact of hydraulic dredging for razor clams ensis sp. On an infaunal community. Netherlands Journal of Sea Research. 27:119-125",26,"Loch Gairloch, Scotland",Northern Europe,S,7,10.27,39.86,2089.27,"Sandy habitat, moderate too well sorted fine sand ",S,S,0,0,100,0,Hydraulic dredge ,HD,16.11,1,50,5000,previously disturbed,Numbers,Macrofauna,Core,infauna,n,1,CI,NA,NA,NA,NA,NA,NA,62.69,19.43,5,23.9,12.05,5,Hall,1990,
"Hall, S.J., Basford, D.J. & Robertson, M.R. 1990. The impact of hydraulic dredging for razor clams ensis sp. On an infaunal community. Netherlands Journal of Sea Research. 27:119-125",26,"Loch Gairloch, Scotland",Northern Europe,S,7,10.27,39.86,2089.27,"Sandy habitat, moderate too well sorted fine sand ",S,S,0,0,100,0,Hydraulic dredge ,HD,16.11,1,50,5000,previously disturbed,Numbers,Macrofauna,Core,infauna,n,40,CI,NA,NA,NA,NA,NA,NA,40.4,9.54,5,44.31,7.28,5,Hall,1990,
"Hall, S.J., Basford, D.J. & Robertson, M.R. 1990. The impact of hydraulic dredging for razor clams ensis sp. On an infaunal community. Netherlands Journal of Sea Research. 27:119-125",26,"Loch Gairloch, Scotland",Northern Europe,S,7,10.27,39.86,2089.27,"Sandy habitat, moderate too well sorted fine sand ",S,S,0,0,100,0,Hydraulic dredge ,HD,16.11,1,50,5000,previously disturbed,Species richness,Macrofauna,Core,infauna,n,1,CI,NA,NA,NA,NA,NA,NA,44.14,11.16,5,28.97,3.89,5,Hall,1990,
"Hall, S.J., Basford, D.J. & Robertson, M.R. 1990. The impact of hydraulic dredging for razor clams ensis sp. On an infaunal community. Netherlands Journal of Sea Research. 27:119-125",26,"Loch Gairloch, Scotland",Northern Europe,S,7,10.27,39.86,2089.27,"Sandy habitat, moderate too well sorted fine sand ",S,S,0,0,100,0,Hydraulic dredge ,HD,16.11,1,50,5000,previously disturbed,Species richness,Macrofauna,Core,infauna,n,40,CI,NA,NA,NA,NA,NA,NA,33.68,2.96,5,32.63,5.7,5,Hall,1990,
"Haywood, M., Hill, B., Rochester, W., Gordon, S., McLeod, I., Manson, F., Ellis, N., Cheers, S., Moeseneder, C., Wassengerg, T., Donovan, A., Welna, A., Forcey, K., Smith, G. & Thomas, S. 2005. Quantifying the effects of trawling on seabed fauna in the northern prawn fishery. FRDC Project 2002/102. CSIRO. 488 pp.",28.2.1,West of Mornington Island,Australia,S,10,27.7,19.97,958.44,gravelly sand with some seagrass with low seabed stress,S,(g)S,0,1.1,95.8,3.2,twin trawls,OT,2.44,4,43.9,81215,previously disturbed,Numbers,Macrofauna,Epibenthic sled samples,epifauna,y,0.08,BACI,5943.34,5391.87,3,6657.25,6717.89,3,5558.78,3823.82,3,10213.03,12216,3,Haywood,2005,
"Haywood, M., Hill, B., Rochester, W., Gordon, S., McLeod, I., Manson, F., Ellis, N., Cheers, S., Moeseneder, C., Wassengerg, T., Donovan, A., Welna, A., Forcey, K., Smith, G. & Thomas, S. 2005. Quantifying the effects of trawling on seabed fauna in the northern prawn fishery. FRDC Project 2002/102. CSIRO. 488 pp.",28.2.1,West of Mornington Island,Australia,S,10,27.7,19.97,958.44,gravelly sand with some seagrass with low seabed stress,S,(g)S,0,1.1,95.8,3.2,twin trawls,OT,2.44,4,43.9,81215,previously disturbed,Numbers,Macrofauna,Epibenthic sled samples,epifauna,n,180,BACI,5943.34,5391.87,3,6657.25,6717.89,3,12827.12,4182.62,3,18723.41,4231.32,3,Haywood,2005,
"Haywood, M., Hill, B., Rochester, W., Gordon, S., McLeod, I., Manson, F., Ellis, N., Cheers, S., Moeseneder, C., Wassengerg, T., Donovan, A., Welna, A., Forcey, K., Smith, G. & Thomas, S. 2005. Quantifying the effects of trawling on seabed fauna in the northern prawn fishery. FRDC Project 2002/102. CSIRO. 488 pp.",28.2.1,West of Mornington Island,Australia,S,10,27.7,19.97,958.44,gravelly sand with some seagrass with low seabed stress,S,(g)S,0,1.1,95.8,3.2,twin trawls,OT,2.44,4,43.9,81215,previously disturbed,Numbers,Macrofauna,Epibenthic sled samples,epifauna,n,365,BACI,5943.34,5391.87,3,6657.25,6717.89,3,4870.92,2775.62,3,10308.62,4645.04,3,Haywood,2005,
"Haywood, M., Hill, B., Rochester, W., Gordon, S., McLeod, I., Manson, F., Ellis, N., Cheers, S., Moeseneder, C., Wassengerg, T., Donovan, A., Welna, A., Forcey, K., Smith, G. & Thomas, S. 2005. Quantifying the effects of trawling on seabed fauna in the northern prawn fishery. FRDC Project 2002/102. CSIRO. 488 pp.",28.2.1,West of Mornington Island,Australia,S,10,27.7,19.97,958.44,gravelly sand with some seagrass with low seabed stress,S,(g)S,0,1.1,95.8,3.2,twin trawls,OT,2.44,4,43.9,81215,previously disturbed,Numbers,Macrofauna,Epibenthic sled samples,epifauna,n,540,BACI,5943.34,5391.87,3,6657.25,6717.89,3,9520.65,7884.17,3,26731.86,18397.53,3,Haywood,2005,
